"Date","Time","Remark","Party","Category","Mode","Cash In","Cash Out","Balance"
"01 Jan 2024","12:00 AM","Pocket Money","","Home","Cash","4164","","4164"
"01 Jan 2024","09:34 AM","Bus","","Travel","Cash","","30","4134"
"01 Jan 2024","02:00 PM","Biscuit","","Food","Cash","","35","4099"
"01 Jan 2024","08:43 PM","Rickshaw","","Travel","Cash","","40","4059"
"02 Jan 2024","05:15 PM","MacDonald","","Food","Cash","","85","3974"
"05 Jan 2024","06:32 PM","Stationery","","College","Cash","","4","3970"
"08 Jan 2024","06:35 PM","Rickshaw","","Travel","Cash","","25","3925"
"08 Jan 2024","06:35 PM","Toothpaste","","Basic","Cash","","20","3950"
"09 Jan 2024","01:28 PM","Stationery","","College","Cash","","10","3875"
"09 Jan 2024","01:28 PM","Rickshaw","","Travel","Cash","","20","3885"
"09 Jan 2024","01:28 PM","Chocolate","","Food","Cash","","20","3905"
"10 Jan 2024","12:58 PM","Rickshaw","","Travel","Cash","","20","1961.7"
"10 Jan 2024","12:58 PM","Levroxa 500mg","","Health","Cash","","1893.3","1981.7"
"10 Jan 2024","01:00 PM","Samosa","","Food","Cash","","30","1891.7"
"10 Jan 2024","01:00 PM","Vadapav","","Food","Cash","","40","1921.7"
"11 Jan 2024","01:12 PM","Rickshaw","","Travel","Cash","","20","1871.7"
"12 Jan 2024","08:04 PM","Stationery","","College","Cash","","4","1847.7"
"12 Jan 2024","08:04 PM","Rickshaw","","Travel","Cash","","20","1851.7"
"12 Jan 2024","10:56 PM","Wafers","","Food","Cash","","40","1797.7"
"12 Jan 2024","10:56 PM","Biscuit","","Food","Cash","","10","1837.7"
"15 Jan 2024","06:34 PM","Pocket Money","","Home","Cash","1025","","2822.7"
"16 Jan 2024","11:57 PM","Rickshaw","","Travel","Cash","","20","2802.7"
"17 Jan 2024","05:10 PM","MacDonald","","Food","Cash","","129","2583.7"
"17 Jan 2024","05:10 PM","Rickshaw","","Travel","Cash","","10","2712.7"
"17 Jan 2024","05:10 PM","Puff","","Food","Cash","","80","2722.7"
"18 Jan 2024","03:58 PM","Rickshaw","","Travel","Cash","","20","2563.7"
"19 Jan 2024","05:52 PM","Rickshaw","","Travel","Cash","","20","2543.7"
"20 Jan 2024","01:40 AM","Wafers","","Food","Cash","","30","2503.7"
"20 Jan 2024","01:40 AM","Biscuit","","Food","Cash","","10","2533.7"
"21 Jan 2024","10:46 PM","Wafers","","Food","Cash","","30","2453.7"
"21 Jan 2024","10:46 PM","Biscuit","","Food","Cash","","10","2483.7"
"21 Jan 2024","10:46 PM","Chocolate","","Food","Cash","","10","2493.7"
"23 Jan 2024","03:12 PM","Rickshaw","","Travel","Cash","","20","2433.7"
"24 Jan 2024","07:19 PM","Puff","","Food","Cash","","40","2353.7"
"24 Jan 2024","07:19 PM","Rickshaw","","Travel","Cash","","10","2393.7"
"24 Jan 2024","07:19 PM","Samosa","","Food","Cash","","30","2403.7"
"24 Jan 2024","07:20 PM","MacDonald","","Food","Cash","","149","2204.7"
"25 Jan 2024","07:34 PM","Rickshaw","","Travel","Cash","","20","2184.7"
"27 Jan 2024","08:13 PM","Manchurian","","Food","Cash","","100","2084.7"
"28 Jan 2024","10:36 PM","Biscuit","","Food","Cash","","20","2064.7"
"29 Jan 2024","04:46 PM","Rickshaw","","Travel","Cash","","10","2054.7"
"30 Jan 2024","04:41 PM","Wafers","","Food","Cash","","30","2024.7"
"30 Jan 2024","10:46 PM","Wafers","","Food","Cash","","30","1984.7"
"30 Jan 2024","10:46 PM","Biscuit","","Food","Cash","","10","2014.7"
"31 Jan 2024","07:54 PM","Samosa","","Food","Cash","","30","1929.7"
"31 Jan 2024","07:54 PM","Vadapav","","Food","Cash","","25","1959.7"
"31 Jan 2024","08:34 PM","Stationery","","College","Cash","","50","1879.7"
"03 Feb 2024","05:55 PM","Kachori","","Food","Cash","","40","1779.7"
"03 Feb 2024","05:55 PM","Samosa","","Food","Cash","","40","1819.7"
"03 Feb 2024","05:55 PM","Cold Drink","","Food","Cash","","20","1859.7"
"03 Feb 2024","05:56 PM","Alovera Gel","","Basic","Cash","","49","1730.7"
"03 Feb 2024","05:57 PM","Toothpaste","","Basic","Cash","","28","1692.7"
"03 Feb 2024","05:57 PM","Maggi","","Food","Cash","","10","1720.7"
"03 Feb 2024","05:58 PM","Clothes Washing Soap","","Clothes","Cash","","10","1682.7"
"03 Feb 2024","06:00 PM","Chocolate","","Food","Cash","","30","1652.7"
"03 Feb 2024","08:33 PM","Stationery","","College","Cash","","3","1649.7"
"04 Feb 2024","11:11 PM","Wafers","","Food","Cash","","30","1619.7"
"05 Feb 2024","03:15 PM","Room Cleaning","","Hostel","Cash","","25","1594.7"
"06 Feb 2024","10:58 PM","Wafers","","Food","Cash","","20","1564.7"
"06 Feb 2024","10:58 PM","Clothes Washing Soap","","Clothes","Cash","","10","1584.7"
"07 Feb 2024","08:09 PM","MacDonald","","Food","Cash","","10","1554.7"
"07 Feb 2024","08:11 PM","Vadapav","","Food","Cash","","40","1484.7"
"07 Feb 2024","08:11 PM","Dabeli","","Food","Cash","","30","1524.7"
"08 Feb 2024","01:37 PM","Rickshaw","","Travel","Cash","","40","1444.7"
"09 Feb 2024","04:10 PM","Rickshaw","","Travel","Cash","","35","1409.7"
"10 Feb 2024","08:51 PM","Cold Drink","","Food","Cash","","20","1254.7"
"10 Feb 2024","08:51 PM","Manchurian","","Food","Cash","","50","1274.7"
"10 Feb 2024","08:51 PM","Pani Puri","","Food","Cash","","20","1324.7"
"10 Feb 2024","08:51 PM","Dhosa","","Food","Cash","","65","1344.7"
"12 Feb 2024","03:32 PM","Rickshaw","","Travel","Cash","","20","1234.7"
"12 Feb 2024","08:14 PM","Pocket Money","","Home","Cash","2100","","3334.7"
"13 Feb 2024","12:03 AM","Manchurian","","Food","Cash","","100","3234.7"
"13 Feb 2024","06:35 PM","Rickshaw","","Travel","Cash","","20","3214.7"
"15 Feb 2024","08:19 PM","Rickshaw","","Travel","Cash","","20","3194.7"
"16 Feb 2024","05:48 PM","Rickshaw","","Travel","Cash","","20","3174.7"
"16 Feb 2024","05:49 PM","Toothpaste","","Basic","Cash","","20","3049.7"
"16 Feb 2024","05:49 PM","Chocolate","","Food","Cash","","10","3069.7"
"16 Feb 2024","05:49 PM","Cotton Sticks","","Basic","Cash","","30","3079.7"
"16 Feb 2024","05:49 PM","Chole Kulche","","Food","Cash","","65","3109.7"
"18 Feb 2024","09:49 PM","Ice Cream","","Food","Cash","","20","3029.7"
"18 Feb 2024","09:50 PM","Stationery","","College","Cash","","110","2909.7"
"18 Feb 2024","09:50 PM","Stationery","","College","Cash","","10","3019.7"
"19 Feb 2024","07:00 PM","Rickshaw","","Travel","Cash","","10","2899.7"
"19 Feb 2024","07:01 PM","Pani Puri","","Food","Cash","","40","2859.7"
"20 Feb 2024","12:06 AM","Clothes Washing","","Clothes","Cash","","45","2754.7"
"20 Feb 2024","12:06 AM","Wafers","","Food","Cash","","20","2799.7"
"20 Feb 2024","12:06 AM","Rickshaw","","Travel","Cash","","40","2819.7"
"21 Feb 2024","07:17 PM","Phone Recharge","","Phone","Cash","","119.9","2634.8"
"21 Feb 2024","07:19 PM","Samosa","","Food","Cash","","30","2504.8"
"21 Feb 2024","07:19 PM","Rickshaw","","Travel","Cash","","20","2534.8"
"21 Feb 2024","07:19 PM","Puff","","Food","Cash","","80","2554.8"
"21 Feb 2024","08:20 PM","Grapes","","Food","Cash","","50","2454.8"
"22 Feb 2024","08:04 PM","Rickshaw","","Travel","Cash","","20","2434.8"
"22 Feb 2024","08:05 PM","Grapes","","Food","Cash","","105","2329.8"
"23 Feb 2024","07:13 PM","Cold Drink","","Food","Cash","","40","2219.8"
"23 Feb 2024","07:13 PM","Stationery","","College","Cash","","50","2259.8"
"23 Feb 2024","07:13 PM","Rickshaw","","Travel","Cash","","20","2309.8"
"23 Feb 2024","09:29 PM","Hair Cutting","","Basic","Cash","","200","2019.8"
"24 Feb 2024","12:44 AM","Samosa","","Food","Cash","","70","1809.8"
"24 Feb 2024","12:44 AM","Chocolate","","Food","Cash","","50","1879.8"
"24 Feb 2024","12:44 AM","Cold Drink","","Food","Cash","","30","1929.8"
"24 Feb 2024","12:44 AM","Vadapav","","Food","Cash","","60","1959.8"
"25 Feb 2024","07:52 AM","Dee Gift","","Home","Cash","200","","2009.8"
"25 Feb 2024","09:32 PM","Deodorant","","Basic","Cash","","154","1855.8"
"25 Feb 2024","09:33 PM","Clothes","","Clothes","Cash","","304","1551.8"
"26 Feb 2024","11:28 PM","Wafers","","Food","Cash","","20","1531.8"
"27 Feb 2024","05:36 PM","Stationery","","College","Cash","","10","1501.8"
"27 Feb 2024","05:36 PM","Rickshaw","","Travel","Cash","","20","1511.8"
"28 Feb 2024","08:03 PM","Rickshaw","","Travel","Cash","","20","1481.8"
"29 Feb 2024","04:06 PM","Stationery","","College","Cash","","2","1459.8"
"29 Feb 2024","04:06 PM","Rickshaw","","Travel","Cash","","20","1461.8"
"01 Mar 2024","08:06 PM","Event","","College","Cash","","310","1149.8"
"01 Mar 2024","11:11 PM","Rickshaw","","Travel","Cash","","30","1119.8"
"01 Mar 2024","11:12 PM","Wafers","","Food","Cash","","20","1099.8"
"02 Mar 2024","11:47 AM","Bhel","","Food","Cash","","77","1022.8"
"04 Mar 2024","05:53 PM","Rickshaw","","Travel","Cash","","20","1002.8"
"04 Mar 2024","10:49 PM","Dee Gift","","Home","Cash","300","","1302.8"
"05 Mar 2024","10:47 PM","Rickshaw","","Travel","Cash","","20","1282.8"
"06 Mar 2024","08:22 PM","Wafers","","Food","Cash","","40","1202.8"
"06 Mar 2024","08:22 PM","Rickshaw","","Travel","Cash","","30","1242.8"
"06 Mar 2024","08:22 PM","Biscuit","","Food","Cash","","10","1272.8"
"07 Mar 2024","07:58 PM","Rickshaw","","Travel","Cash","","10","1192.8"
"07 Mar 2024","07:59 PM","Wafers","","Food","Cash","","50","1142.8"
"08 Mar 2024","07:55 AM","Cold Drink","","Food","Cash","","10","1132.8"
"09 Mar 2024","08:13 AM","Pocket Money","","Home","Cash","2000","","3132.8"
"09 Mar 2024","06:07 PM","Slice","","Food","Cash","","15","3087.8"
"09 Mar 2024","06:07 PM","Samosa","","Food","Cash","","30","3102.8"
"11 Mar 2024","07:12 PM","Rickshaw","","Travel","Cash","","20","3067.8"
"11 Mar 2024","07:14 PM","MacDonald","","Food","Cash","","537","2530.8"
"12 Mar 2024","09:54 PM","Stationery","","College","Cash","","260","2250.8"
"12 Mar 2024","09:54 PM","Rickshaw","","Travel","Cash","","20","2510.8"
"12 Mar 2024","11:15 PM","Kachori","","Food","Cash","","160","2090.8"
"13 Mar 2024","04:35 PM","Rickshaw","","Travel","Cash","","20","2000.8"
"13 Mar 2024","04:35 PM","Room Cleaning","","Hostel","Cash","","25","2020.8"
"13 Mar 2024","04:35 PM","Vadapav","","Food","Cash","","45","2045.8"
"14 Mar 2024","07:24 PM","Rickshaw","","Travel","Cash","","10","1990.8"
"14 Mar 2024","07:26 PM","Pocket Money","","Home","Cash","2500","","4490.8"
"14 Mar 2024","11:41 PM","College Fees","","College","Cash","","2500","1990.8"
"17 Mar 2024","01:26 PM","Manchurian","","Food","Cash","","100","1890.8"
"18 Mar 2024","06:34 AM","Pani Puri","","Food","Cash","","160","1665.8"
"18 Mar 2024","06:34 AM","Cold Drink","","Food","Cash","","65","1825.8"
"18 Mar 2024","01:27 PM","Rickshaw","","Travel","Cash","","30","1635.8"
"18 Mar 2024","01:28 PM","Stationery","","College","Cash","","20","1615.8"
"19 Mar 2024","08:00 PM","Rickshaw","","Travel","Cash","","20","1595.8"
"19 Mar 2024","08:01 PM","Vadapav","","Food","Cash","","30","1514.8"
"19 Mar 2024","08:01 PM","Stationery","","College","Cash","","15","1544.8"
"19 Mar 2024","08:01 PM","Chocolate","","Food","Cash","","16","1559.8"
"19 Mar 2024","08:01 PM","Wafers","","Food","Cash","","20","1575.8"
"19 Mar 2024","10:37 PM","Stationery","","College","Cash","","15","1499.8"
"20 Mar 2024","03:45 PM","Rickshaw","","Travel","Cash","","20","1479.8"
"20 Mar 2024","03:46 PM","Phone Recharge","","Phone","Cash","","460.9","1018.9"
"20 Mar 2024","10:27 PM","Vadapav","","Food","Cash","","20","968.9"
"20 Mar 2024","10:27 PM","Samosa","","Food","Cash","","30","988.9"
"21 Mar 2024","05:30 PM","Rickshaw","","Travel","Cash","","20","948.9"
"22 Mar 2024","08:04 PM","Rickshaw","","Travel","Cash","","20","928.9"
"23 Mar 2024","08:07 PM","Wafers","","Food","Cash","","30","898.9"
"23 Mar 2024","11:06 PM","Thepla","","Food","Cash","","40","858.9"
"24 Mar 2024","08:12 PM","Pani Puri","","Food","Cash","","60","743.9"
"24 Mar 2024","08:12 PM","Stationery","","College","Cash","","25","803.9"
"24 Mar 2024","08:12 PM","Wafers","","Food","Cash","","30","828.9"
"25 Mar 2024","07:55 PM","Wafers","","Food","Cash","","20","723.9"
"26 Mar 2024","04:32 PM","Stationery","","College","Cash","","20","703.9"
"26 Mar 2024","06:44 PM","Sugarcane Juice","","Food","Cash","","20","663.9"
"26 Mar 2024","06:44 PM","Ice Cream","","Food","Cash","","20","683.9"
"26 Mar 2024","09:29 PM","Bhel","","Food","Cash","","80","583.9"
"27 Mar 2024","09:27 PM","Pocket Money","","Home","Cash","1000","","1583.9"
"27 Mar 2024","09:28 PM","Rickshaw","","Travel","Cash","","20","1434.9"
"27 Mar 2024","09:28 PM","MacDonald","","Food","Cash","","129","1454.9"
"28 Mar 2024","12:04 AM","Wafers","","Food","Cash","","20","1414.9"
"29 Mar 2024","04:30 PM","Biscuit","","Food","Cash","","10","1384.9"
"29 Mar 2024","04:30 PM","Wafers","","Food","Cash","","20","1394.9"
"29 Mar 2024","09:21 PM","Ice Cream","","Food","Cash","","60","1324.9"
"30 Mar 2024","03:51 PM","Phone Back Cover","","Phone","Cash","","100","1224.9"
"30 Mar 2024","09:33 PM","Wafers","","Food","Cash","","10","1204.9"
"30 Mar 2024","09:33 PM","Biscuit","","Food","Cash","","10","1214.9"
"01 Apr 2024","12:04 AM","Puff","","Food","Cash","","20","1154.9"
"01 Apr 2024","12:04 AM","Ice Cream","","Food","Cash","","30","1174.9"
"02 Apr 2024","07:44 PM","Biscuit","","Food","Cash","","20","1114.9"
"02 Apr 2024","07:44 PM","Ice Cream","","Food","Cash","","20","1134.9"
"03 Apr 2024","08:21 PM","Wafers","","Food","Cash","","30","1084.9"
"05 Apr 2024","12:46 AM","Chocolate","","Food","Cash","","20","899.9"
"05 Apr 2024","12:46 AM","Slice","","Food","Cash","","45","919.9"
"05 Apr 2024","12:46 AM","Samosa","","Food","Cash","","80","964.9"
"05 Apr 2024","12:46 AM","Cold Drink","","Food","Cash","","40","1044.9"
"05 Apr 2024","12:47 AM","Clothes Washing Soap","","Clothes","Cash","","20","879.9"
"05 Apr 2024","11:19 PM","Samosa","","Food","Cash","","110","473.9"
"05 Apr 2024","11:19 PM","Parotha","","Food","Cash","","296","583.9"
"07 Apr 2024","08:53 AM","Chocolate","","Food","Cash","","20","453.9"
"07 Apr 2024","08:54 AM","Sugarcane Juice","","Food","Cash","","25","428.9"
"07 Apr 2024","10:20 PM","Burger","","Food","Cash","","80","328.9"
"07 Apr 2024","10:20 PM","Cold Drink","","Food","Cash","","20","408.9"
"07 Apr 2024","11:36 PM","Biscuit","","Food","Cash","","10","298.9"
"07 Apr 2024","11:36 PM","Wafers","","Food","Cash","","10","308.9"
"07 Apr 2024","11:36 PM","Chocolate","","Food","Cash","","10","318.9"
"08 Apr 2024","06:11 PM","Chocolate","","Food","Cash","","20","278.9"
"09 Apr 2024","12:39 AM","Wafers","","Food","Cash","","30","248.9"
"09 Apr 2024","08:27 PM","MacDonald","","Food","Cash","","149","99.9"
"09 Apr 2024","08:28 PM","Cold Drink","","Food","Cash","","10","89.9"
"10 Apr 2024","02:35 PM","Pocket Money","","Home","Cash","4000","","4089.9"
"12 Apr 2024","09:00 AM","Muskmelon","","Food","Cash","","80","4009.9"
"12 Apr 2024","04:19 PM","Levroxa 500mg","","Health","Cash","","2044.03","1965.87"
"12 Apr 2024","06:46 PM","Body Wash","","Basic","Cash","","170","1795.87"
"14 Apr 2024","12:03 AM","Wafers","","Food","Cash","","30","1745.87"
"14 Apr 2024","12:03 AM","Biscuit","","Food","Cash","","20","1775.87"
"14 Apr 2024","11:24 PM","Sandwich","","Food","Cash","","155","1560.87"
"14 Apr 2024","11:24 PM","Ice Cream","","Food","Cash","","30","1715.87"
"15 Apr 2024","08:16 PM","Shubham","","Other","Cash","1000","","2560.87"
"15 Apr 2024","09:15 PM","Clothes Washing","","Clothes","Cash","","10","2550.87"
"16 Apr 2024","08:21 AM","Biscuit","","Food","Cash","","20","2500.87"
"16 Apr 2024","08:21 AM","Wafers","","Food","Cash","","30","2520.87"
"17 Apr 2024","11:37 PM","Hair Cutting","","Basic","Cash","","200","2300.87"
"17 Apr 2024","11:38 PM","Wafers","","Food","Cash","","20","2280.87"
"18 Apr 2024","07:32 PM","MacDonald","","Food","Cash","","278","2002.87"
"18 Apr 2024","07:33 PM","Stationery","","College","Cash","","36","1946.87"
"18 Apr 2024","07:33 PM","Rickshaw","","Travel","Cash","","20","1982.87"
"19 Apr 2024","12:25 AM","Parotha","","Food","Cash","","160","1666.87"
"19 Apr 2024","12:25 AM","Pizza","","Food","Cash","","120","1826.87"
"19 Apr 2024","06:52 PM","Shampoo","","Basic","Cash","","10","1656.87"
"20 Apr 2024","06:56 PM","MacDonald","","Food","Cash","","267.52","1389.35"
"20 Apr 2024","11:41 PM","Wafers","","Food","Cash","","30","1359.35"
"21 Apr 2024","11:48 PM","Pani Puri","","Food","Cash","","60","1299.35"
"22 Apr 2024","07:34 PM","Rickshaw","","Travel","Cash","","10","1289.35"
"22 Apr 2024","07:35 PM","Watermelon","","Food","Cash","","275","1014.35"
"22 Apr 2024","07:36 PM","Wafers","","Food","Cash","","20","994.35"
"22 Apr 2024","07:38 PM","Bus","","Travel","Cash","","246","748.35"
"23 Apr 2024","02:26 PM","Rickshaw","","Travel","Cash","","20","728.35"
"23 Apr 2024","02:27 PM","Stationery","","College","Cash","","30","698.35"
"23 Apr 2024","09:55 PM","Muskmelon","","Food","Cash","","50","648.35"
"24 Apr 2024","01:55 PM","Pocket Money","","Home","Cash","1000","","1648.35"
"24 Apr 2024","08:08 PM","Wafers","","Food","Cash","","20","1628.35"
"24 Apr 2024","08:09 PM","Rickshaw","","Travel","Cash","","30","1598.35"
"24 Apr 2024","09:55 PM","Watermelon","","Food","Cash","","100","1498.35"
"25 Apr 2024","01:54 PM","Phone Recharge","","Phone","Cash","","126.9","1371.45"
"25 Apr 2024","07:45 PM","Rickshaw","","Travel","Cash","","30","1341.45"
"25 Apr 2024","07:47 PM","Puff","","Food","Cash","","75","1266.45"
"26 Apr 2024","02:24 PM","Rickshaw","","Travel","Cash","","20","1246.45"
"27 Apr 2024","12:38 AM","Wafers","","Food","Cash","","30","1216.45"
"29 Apr 2024","12:21 AM","Wafers","","Food","Cash","","40","1176.45"
"29 Apr 2024","06:57 PM","Rickshaw","","Travel","Cash","","30","1146.45"
"30 Apr 2024","04:29 PM","Pani Puri","","Food","Cash","","50","996.45"
"30 Apr 2024","04:29 PM","Manchurian","","Food","Cash","","100","1046.45"
"30 Apr 2024","04:30 PM","Chocolate","","Food","Cash","","185","811.45"
"30 Apr 2024","09:57 PM","MacDonald","","Food","Cash","","118","653.45"
"30 Apr 2024","09:57 PM","Rickshaw","","Travel","Cash","","40","771.45"
"30 Apr 2024","09:58 PM","Rickshaw","","Travel","Cash","","10","643.45"
"01 May 2024","09:07 PM","Bus","","Travel","Cash","","26","617.45"
"08 May 2024","08:47 PM","Pocket Money","","Home","Cash","4700","","5317.45"
"09 May 2024","11:19 PM","Wafers","","Food","Cash","","30","5197.45"
"09 May 2024","11:19 PM","Biscuit","","Food","Cash","","20","5227.45"
"09 May 2024","11:19 PM","Rickshaw","","Travel","Cash","","20","5247.45"
"09 May 2024","11:19 PM","Rickshaw","","Travel","Cash","","50","5267.45"
"10 May 2024","08:48 PM","Rickshaw","","Travel","Cash","","20","5177.45"
"11 May 2024","01:20 PM","Rickshaw","","Travel","Cash","","30","5147.45"
"11 May 2024","10:29 PM","Bhel","","Food","Cash","","30","5117.45"
"12 May 2024","10:38 PM","Burger","","Food","Cash","","80","5037.45"
"13 May 2024","10:27 PM","Rickshaw","","Travel","Cash","","20","4884.12"
"13 May 2024","10:27 PM","Pizza","","Food","Cash","","133.33","4904.12"
"14 May 2024","01:25 PM","Rickshaw","","Travel","Cash","","20","4864.12"
"14 May 2024","11:09 PM","Stationery","","College","Cash","","15","4849.12"
"15 May 2024","09:27 PM","Hostel Fees","","Home","Cash","43000","","47849.12"
"15 May 2024","09:28 PM","Hostel Fees","","Hostel","Cash","","43000","4849.12"
"16 May 2024","02:10 PM","Stationery","","College","Cash","","8","4841.12"
"16 May 2024","02:41 PM","Cold Drink","","Food","Cash","","20","4821.12"
"16 May 2024","10:00 PM","Panjabi Food","","Food","Cash","","220","4601.12"
"17 May 2024","11:44 AM","Shoes","","Basic","Cash","","654","3947.12"
"17 May 2024","07:56 PM","Cold Drink","","Food","Cash","","20","3620.1"
"17 May 2024","07:56 PM","MacDonald","","Food","Cash","","307.02","3640.1"
"17 May 2024","11:56 PM","Wafers","","Food","Cash","","20","3590.1"
"17 May 2024","11:56 PM","Biscuit","","Food","Cash","","10","3610.1"
"18 May 2024","11:49 PM","Chole Kulche","","Food","Cash","","60","3530.1"
"20 May 2024","03:14 PM","Puff","","Food","Cash","","80","3450.1"
"20 May 2024","03:16 PM","MacDonald","","Food","Cash","","145.75","3304.35"
"20 May 2024","10:47 PM","Sandwich","","Food","Cash","","180","2810.35"
"20 May 2024","10:47 PM","Clothes","","Clothes","Cash","","294","2990.35"
"20 May 2024","10:47 PM","Cold Drink","","Food","Cash","","20","3284.35"
"21 May 2024","09:24 PM","Cold Drink","","Food","Cash","","55","2755.35"
"21 May 2024","10:35 PM","Ice Cream","","Food","Cash","","80","2675.35"
"22 May 2024","11:13 PM","Wafers","","Food","Cash","","40","2595.35"
"22 May 2024","11:13 PM","Cold Drink","","Food","Cash","","20","2635.35"
"22 May 2024","11:13 PM","Biscuit","","Food","Cash","","20","2655.35"
"23 May 2024","09:39 PM","Slippers","","Basic","Cash","","412","2383.35"
"23 May 2024","09:39 PM","Dee Trouser Return","","Home","Cash","200","","2795.35"
"23 May 2024","11:58 PM","Cold Drink","","Food","Cash","","30","2353.35"
"24 May 2024","12:08 AM","Wafers","","Food","Cash","","30","2303.35"
"24 May 2024","12:08 AM","Biscuit","","Food","Cash","","20","2333.35"
"25 May 2024","05:56 PM","Cold Drink","","Food","Cash","","10","2273.35"
"25 May 2024","05:56 PM","Wafers","","Food","Cash","","20","2283.35"
"25 May 2024","09:47 PM","Slice","","Food","Cash","","25","2183.35"
"25 May 2024","09:47 PM","Cold Drink","","Food","Cash","","20","2208.35"
"25 May 2024","09:47 PM","Vadapav","","Food","Cash","","20","2228.35"
"25 May 2024","09:47 PM","Sandwich","","Food","Cash","","25","2248.35"
"26 May 2024","12:29 AM","Biscuit","","Food","Cash","","10","2143.35"
"26 May 2024","12:29 AM","Cheese","","Food","Cash","","20","2153.35"
"26 May 2024","12:29 AM","Wafers","","Food","Cash","","10","2173.35"
"26 May 2024","02:14 PM","Phone Recharge","","Phone","Cash","","58","2065.35"
"26 May 2024","02:14 PM","Cold Drink","","Food","Cash","","20","2123.35"
"26 May 2024","09:01 PM","Stationery","","College","Cash","","23","2042.35"
"26 May 2024","09:15 PM","Ice Cream","","Food","Cash","","20","1942.35"
"26 May 2024","09:15 PM","Chocolate","","Food","Cash","","10","1962.35"
"26 May 2024","09:15 PM","Thepla","","Food","Cash","","50","1972.35"
"26 May 2024","09:15 PM","Wafers","","Food","Cash","","20","2022.35"
"27 May 2024","12:17 PM","Cold Drink","","Food","Cash","","10","1932.35"
"27 May 2024","08:09 PM","MacDonald","","Food","Cash","","434.89","1497.46"
"27 May 2024","08:10 PM","Cold Drink","","Food","Cash","","20","1477.46"
"29 May 2024","04:55 PM","Rickshaw","","Travel","Cash","","20","1457.46"
"30 May 2024","04:03 AM","Wafers","","Food","Cash","","40","1397.46"
"30 May 2024","04:03 AM","Biscuit","","Food","Cash","","20","1437.46"
"31 May 2024","02:25 PM","Rickshaw","","Travel","Cash","","10","1387.46"
"02 Jun 2024","04:34 PM","Hair Cutting","","Basic","Cash","","200","1047.46"
"02 Jun 2024","04:34 PM","Big Suger (sakar)","","Food","Cash","","20","1247.46"
"02 Jun 2024","04:34 PM","Dry Black Grapes","","Food","Cash","","120","1267.46"
"02 Jun 2024","04:35 PM","Water","","Food","Cash","","10","1037.46"
"03 Jun 2024","09:54 PM","Rickshaw","","Travel","Cash","","30","1007.46"
"06 Jun 2024","02:46 PM","Rickshaw","","Travel","Cash","","20","987.46"
"06 Jun 2024","11:24 PM","Water","","Food","Cash","","20","967.46"
